iteration	gesture_code	sensor_1_ax	sensor_1_ay	sensor_1_az	sensor_1_gx	sensor_1_gy	sensor_1_gz	sensor_2_ax	sensor_2_ay	sensor_2_az	sensor_2_gx	sensor_2_gy	sensor_2_gz	onboard_ax	onboard_ay	onboard_az	onboard_gx	onboard_gy	onboard_gz
1  0	7.69	-4.45	5.27	-0.04	-0.02	-0.07	5.27	-5.98	6.16	-0.06	0.00	0.02	-0.85	0.43	0.34	3.54	2.26	-1.34
1  0	7.61	-4.68	5.43	-0.02	0.10	-0.00	5.47	-6.26	5.83	0.01	0.06	-0.07	-0.85	0.43	0.32	-1.04	-3.17	-0.49
1  0	7.56	-4.59	5.40	0.03	0.07	-0.02	5.42	-5.85	6.01	0.08	-0.03	-0.02	-0.85	0.43	0.33	-4.52	-2.14	-1.77
2  0	7.25	-4.71	5.66	0.01	0.01	-0.04	5.38	-5.43	6.06	-0.01	0.01	0.01	-0.83	0.40	0.36	0.49	-0.06	-0.37
2  0	7.36	-4.89	5.89	0.02	0.05	-0.02	5.43	-5.55	6.54	0.02	0.00	0.01	-0.84	0.42	0.37	0.00	-1.71	-0.37
2  0	7.52	-4.40	5.51	-0.02	0.04	-0.02	5.47	-5.59	6.35	0.00	0.01	0.03	-0.85	0.41	0.36	0.67	-0.73	-0.31
2  0	7.18	-5.04	6.03	0.05	-0.01	-0.07	5.46	-5.41	6.37	-0.00	-0.01	0.03	-0.83	0.40	0.37	0.24	-0.06	-0.73
2  0	7.26	-4.84	5.89	-0.06	0.01	-0.07	5.31	-5.38	6.79	-0.03	-0.04	0.01	-0.84	0.41	0.37	2.20	0.18	-0.43
2  0	7.32	-4.67	5.84	0.01	0.01	-0.06	5.33	-5.22	6.38	-0.02	0.01	0.02	-0.83	0.41	0.36	0.67	0.06	-0.98
2  0	7.24	-4.90	5.95	-0.04	0.03	-0.03	5.32	-5.49	6.39	-0.04	0.02	-0.00	-0.83	0.40	0.37	1.53	-1.16	0.00
2  0	7.35	-4.69	5.54	0.04	-0.01	-0.05	5.27	-5.24	6.22	0.04	0.00	0.04	-0.83	0.42	0.36	0.12	1.10	-0.98
2  0	7.37	-4.96	5.76	-0.00	-0.02	-0.06	5.38	-5.84	6.21	-0.01	-0.02	0.03	-0.84	0.43	0.35	2.26	0.12	-0.55
2  0	7.17	-5.05	6.37	0.01	-0.05	-0.12	5.37	-5.76	6.27	-0.08	-0.03	-0.01	-0.83	0.41	0.37	5.43	0.85	-1.53
2  0	7.41	-4.13	6.03	0.82	-0.89	-0.75	5.25	-5.42	6.99	-0.29	-0.39	0.05	-0.76	0.43	0.42	17.40	22.77	-8.67
2  0	8.18	-3.79	5.77	-0.41	-0.29	-0.24	5.25	-5.75	6.10	-0.12	-0.13	0.04	-0.87	0.43	0.25	11.60	7.39	-4.15
2  0	8.06	-3.80	5.86	0.07	-0.19	-0.02	5.34	-5.33	6.17	0.02	-0.05	-0.06	-0.82	0.40	0.28	2.32	-1.10	-2.93
2  0	7.87	-5.41	6.88	-0.13	-0.34	-0.20	5.31	-5.15	6.11	-0.01	-0.13	-0.03	-0.81	0.43	0.28	2.08	1.65	-4.39
2  0	8.31	-4.41	5.80	0.05	-0.39	-0.17	5.69	-5.46	5.60	-0.03	-0.21	-0.06	-0.84	0.42	0.24	2.93	0.61	-5.55
2  0	9.47	-1.76	2.43	0.25	-0.12	-0.20	6.25	-6.25	4.99	0.08	-0.06	0.05	-0.88	0.39	0.23	6.16	1.10	-5.86
2  0	9.42	-3.00	3.01	-0.03	-0.06	-0.15	6.17	-6.34	5.22	0.07	-0.08	0.22	-0.90	0.36	0.24	6.35	2.38	-3.42
2  0	8.96	-3.86	4.27	-0.21	-0.01	-0.21	5.36	-3.72	6.73	0.09	-0.09	0.65	-0.88	0.36	0.23	11.23	0.73	-1.10
2  0	8.81	-2.51	4.97	-0.11	-0.13	-0.12	5.15	-5.90	6.74	-0.35	-0.15	0.21	-0.87	0.37	0.23	13.00	2.38	-1.10
2  0	9.69	-2.93	2.23	-0.23	0.14	0.03	5.46	-7.24	4.43	-0.12	0.08	0.06	-0.93	0.39	0.17	5.86	-0.73	0.49
2  0	8.79	-2.02	5.23	-0.15	-0.04	0.16	4.88	-6.00	6.01	-0.14	0.13	0.15	-0.87	0.41	0.19	13.67	-0.55	1.10
2  0	9.66	-1.92	1.50	0.23	-0.02	-0.07	4.85	-6.42	5.62	0.12	-0.17	0.18	-0.89	0.47	0.17	-12.94	4.70	-0.18
2  0	8.93	-3.65	3.56	0.23	-0.27	-0.08	5.26	-6.88	4.65	-0.06	-0.07	0.20	-0.84	0.37	0.22	5.68	9.52	0.79
2  0	9.76	-2.77	1.82	-0.25	0.04	-0.05	5.47	-8.44	4.39	-0.08	0.39	-0.52	-0.93	0.37	0.15	12.45	3.54	0.43
2  0	9.73	-3.53	2.33	-0.06	0.05	-0.19	5.20	-6.89	5.69	0.01	0.09	-0.21	-0.92	0.42	0.14	5.55	-3.60	-1.65
3  0	-9.28	-3.46	1.82	-0.03	-4.37	-4.37	4.75	-6.98	7.40	0.28	-2.01	3.10	-0.45	0.22	0.79	93.57	102.72	-39.79
3  0	3.85	-5.11	6.92	0.20	-2.84	-2.58	3.85	-4.50	7.17	-0.30	-1.04	1.00	-0.72	0.37	0.59	47.24	62.62	-12.21
3  0	7.48	1.42	1.02	-0.47	-1.33	-0.84	4.53	-4.66	7.30	-0.16	-0.56	0.55	-0.83	0.36	0.58	32.71	72.57	-13.73
3  0	8.27	-2.25	3.20	-0.08	-0.75	-0.30	4.71	-5.40	6.95	-0.06	-0.55	0.55	-0.85	0.45	0.42	13.92	30.94	-5.25
3  0	7.54	-2.32	6.08	0.21	-0.65	-0.27	4.85	-5.60	6.80	-0.19	-0.41	0.28	-0.78	0.45	0.47	3.66	31.80	-5.07
3  0	9.03	-3.16	3.18	-0.04	-0.28	-0.33	4.63	-2.89	7.06	0.04	-0.34	0.31	-0.91	0.43	0.37	-0.18	20.26	-8.24
3  0	8.00	-2.28	6.01	0.25	-0.70	-0.25	4.73	-5.93	6.71	-0.20	-0.62	0.69	-0.84	0.37	0.36	4.76	26.98	-4.82
3  0	9.19	-3.97	3.00	-0.23	-0.38	0.01	4.96	-7.02	5.77	-0.05	-0.16	0.35	-0.84	0.41	0.32	15.32	17.15	-1.71
3  0	9.81	-3.45	2.25	-0.35	0.09	0.25	5.23	-8.09	5.29	-0.04	0.16	-0.09	-0.92	0.46	0.25	2.14	-0.06	2.38
3  0	8.83	-3.36	5.03	-0.30	0.03	0.06	4.63	-5.90	6.99	-0.05	0.08	0.03	-0.89	0.38	0.27	9.22	-3.17	1.59
3  0	8.11	-4.59	6.26	0.03	-0.02	0.07	4.64	-5.98	6.39	0.08	0.11	0.15	-0.84	0.35	0.23	2.32	-9.89	9.22
3  0	9.38	-3.55	3.36	-0.34	0.08	-0.00	4.93	-6.93	6.06	-0.08	0.24	-0.33	-0.90	0.41	0.30	5.25	-0.55	-0.67
3  0	7.99	-3.41	6.65	-0.02	0.03	-0.26	3.94	-4.38	7.27	-0.12	0.03	-0.09	-0.80	0.39	0.27	3.60	-3.23	-3.11
3  0	8.79	-4.10	4.91	0.19	-0.17	-0.04	4.90	-6.41	6.12	-0.01	-0.01	-0.00	-0.81	0.43	0.29	2.99	4.52	-1.71
3  0	9.04	-2.61	3.89	0.05	-0.05	-0.08	4.93	-6.00	6.06	-0.01	-0.05	0.01	-0.88	0.40	0.27	2.38	4.03	-3.17
3  0	9.26	-2.83	3.56	-0.04	0.06	-0.00	5.05	-6.31	6.17	-0.04	0.04	-0.07	-0.90	0.39	0.25	-0.61	-0.85	0.37
3  0	9.39	-3.26	3.00	-0.04	0.06	-0.09	4.92	-6.40	6.42	-0.07	0.02	-0.14	-0.90	0.45	0.24	4.52	0.79	-2.50
3  0	9.13	-2.75	3.68	-0.10	0.17	0.04	4.70	-5.44	6.70	0.04	0.10	-0.01	-0.91	0.43	0.22	-0.67	-3.85	0.12
3  0	8.95	-3.14	4.15	-0.13	0.18	0.07	4.84	-6.10	6.23	-0.00	0.15	-0.09	-0.87	0.41	0.26	-0.92	-4.70	0.92
3  0	9.01	-3.20	3.90	-0.03	0.04	0.01	5.02	-6.39	5.91	0.03	-0.01	0.06	-0.87	0.42	0.26	-0.79	-0.79	0.73
3  0	8.99	-3.52	3.93	-0.05	0.08	-0.05	4.84	-6.10	6.39	-0.02	0.03	-0.08	-0.87	0.43	0.26	-0.55	-1.95	-0.43
3  0	9.04	-3.37	3.83	0.00	0.11	-0.06	4.76	-5.66	6.13	0.08	-0.01	-0.03	-0.88	0.44	0.25	-3.60	-2.01	-2.62
3  0	8.51	-2.14	4.91	0.07	0.02	0.03	4.24	-5.22	7.20	0.05	-0.11	0.19	-0.83	0.44	0.28	0.06	-1.40	-1.22
3  0	8.90	-3.45	3.75	0.10	-0.04	-0.05	4.61	-6.01	6.35	-0.03	-0.05	0.03	-0.85	0.43	0.27	1.53	2.08	-1.59
3  0	8.92	-2.76	3.95	0.10	-0.03	-0.04	4.90	-5.67	6.33	0.01	-0.03	0.08	-0.87	0.41	0.28	1.28	1.71	-1.71
4  0	-5.25	-5.00	7.54	-0.38	-2.31	-1.21	4.70	-2.98	8.42	0.31	-0.74	2.01	-0.54	0.25	0.81	0.00	19.23	1.83
4  0	-2.08	0.19	-5.21	1.99	-4.37	-4.37	3.47	-5.03	10.17	1.21	-1.11	3.33	-0.62	0.32	0.75	68.36	86.91	-37.90
4  0	4.92	-3.35	6.18	-0.20	-1.10	-1.10	4.40	-5.61	8.29	-0.07	-0.73	0.70	-0.70	0.40	0.68	28.44	29.85	-8.54
4  0	5.87	-3.18	7.32	0.05	-0.44	-0.58	3.82	-2.88	8.29	0.12	-0.41	0.42	-0.75	0.36	0.57	8.97	18.31	-10.38
4  0	6.38	-3.05	7.47	0.06	-0.62	-0.25	4.67	-5.53	7.46	0.01	-0.45	0.59	-0.73	0.35	0.58	1.83	20.08	0.37
4  0	7.09	-4.45	7.64	-0.05	-1.11	-0.43	4.59	-6.16	7.05	-0.11	-0.58	0.79	-0.73	0.35	0.53	22.52	35.28	-1.10
4  0	8.37	-3.65	4.59	-0.10	-0.90	-0.26	4.67	-6.46	6.79	-0.39	-0.32	0.39	-0.86	0.41	0.44	21.85	34.24	-2.14
4  0	8.54	-3.13	5.87	0.01	-0.91	-0.37	4.49	-5.58	6.34	-0.34	-0.21	0.14	-0.83	0.38	0.33	17.94	28.38	-7.20
4  0	9.13	-1.07	4.29	0.33	-0.63	-0.18	4.97	-6.87	5.78	-0.24	-0.17	0.15	-0.88	0.29	0.31	-9.52	19.23	-3.17
4  0	9.42	-3.51	3.84	-0.38	0.24	0.14	5.12	-8.76	4.71	-0.02	0.21	-0.25	-0.89	0.37	0.23	-1.34	-6.90	3.23
4  0	8.67	-3.88	5.71	0.14	-0.07	-0.24	4.17	-3.28	7.23	0.22	-0.29	0.17	-0.83	0.39	0.29	-5.92	1.71	-5.25
4  0	9.36	-1.94	4.44	0.05	-0.06	0.04	5.14	-7.09	5.52	-0.04	-0.15	0.06	-0.88	0.34	0.32	0.85	3.97	-0.18
4  0	10.24	-3.59	2.61	-0.03	0.15	-0.08	4.84	-6.21	5.71	0.04	0.06	-0.26	-0.93	0.40	0.25	0.24	-0.49	-5.31
4  0	9.02	-0.54	3.75	0.03	0.12	-0.02	4.25	-2.10	7.53	0.18	0.03	0.08	-0.90	0.33	0.24	-0.67	-1.28	-3.36
4  0	9.04	-2.81	5.04	-0.00	0.03	0.05	5.05	-5.98	6.22	0.03	0.07	-0.06	-0.88	0.34	0.33	-4.58	-0.85	2.62
4  0	9.23	-2.32	3.78	0.11	-0.02	-0.10	5.28	-6.49	5.46	0.01	-0.10	-0.00	-0.90	0.39	0.27	-5.74	4.52	-3.17
4  0	9.20	-2.63	4.46	-0.01	0.06	0.03	5.27	-6.24	5.94	0.01	0.06	-0.08	-0.89	0.34	0.30	-2.93	-1.59	1.95
4  0	9.34	-2.88	3.57	-0.05	0.13	-0.07	4.96	-6.41	6.24	-0.00	0.02	-0.19	-0.89	0.41	0.27	-0.85	-3.11	-3.54
4  0	8.86	-2.33	4.59	-0.01	0.11	-0.04	5.08	-5.60	6.47	0.01	0.02	-0.13	-0.88	0.36	0.32	-3.17	-2.56	-1.34
4  0	8.83	-3.34	4.99	-0.06	0.08	-0.02	5.05	-5.91	6.40	-0.03	0.02	-0.10	-0.85	0.39	0.32	2.26	-2.38	-0.06
4  0	8.71	-2.79	5.53	-0.04	0.15	-0.02	5.05	-4.79	7.24	0.05	-0.06	-0.01	-0.87	0.36	0.36	-3.72	-3.85	-1.77
4  0	8.59	-3.70	5.43	-0.18	0.05	0.13	4.84	-5.93	6.40	-0.07	0.13	0.07	-0.85	0.38	0.33	0.12	-2.01	6.47
4  0	8.85	-3.16	4.30	-0.09	0.03	-0.02	4.87	-6.05	6.38	-0.07	0.03	-0.04	-0.86	0.40	0.30	0.12	-0.79	0.73
4  0	8.93	-2.77	4.39	-0.01	0.13	-0.07	5.16	-5.62	6.59	0.09	-0.08	-0.03	-0.88	0.37	0.28	-2.56	-3.23	-3.17
4  0	8.83	-3.54	4.85	0.04	0.06	-0.03	5.01	-5.75	6.51	0.04	-0.03	0.01	-0.87	0.40	0.32	-3.66	-1.28	0.18
5  0	6.57	-2.77	6.53	-0.37	-0.91	-0.21	4.28	-5.72	7.55	-0.07	-0.19	0.40	-0.74	0.40	0.56	22.28	25.82	-0.67
5  0	7.56	-3.35	7.12	0.08	-1.21	-0.67	4.64	-5.65	6.92	-0.31	-0.29	0.18	-0.78	0.38	0.47	31.01	40.41	-5.86
5  0	8.94	-2.67	4.54	-0.05	-0.63	-0.40	4.63	-5.79	6.71	-0.17	-0.25	0.43	-0.87	0.41	0.32	27.10	20.69	-3.85
5  0	8.70	-2.49	4.12	-0.22	-0.21	-0.00	4.15	-4.17	7.06	0.10	-0.21	0.71	-0.86	0.39	0.29	10.13	9.46	-2.62
5  0	8.75	-4.15	5.17	-0.17	-0.25	-0.08	3.92	-5.83	6.64	0.04	-0.16	0.33	-0.80	0.42	0.32	8.18	5.43	-0.67
5  0	8.79	-2.66	4.48	-0.06	-0.18	-0.04	4.71	-7.46	5.76	-0.02	-0.18	-0.00	-0.85	0.35	0.36	13.92	5.55	-4.21
5  0	9.10	-3.40	4.38	-0.09	-0.24	-0.01	4.18	-5.86	6.49	-0.17	-0.14	0.13	-0.86	0.42	0.32	5.86	10.07	-3.05
5  0	9.46	-1.80	2.24	-0.01	-0.12	-0.14	4.86	-7.59	5.12	-0.34	0.13	-0.15	-0.87	0.37	0.24	8.97	8.30	-2.75
5  0	9.43	-1.15	2.45	-0.11	0.17	0.14	4.65	-6.55	5.75	0.01	0.07	0.01	-0.94	0.39	0.19	-5.55	-3.30	1.46
5  0	9.50	-4.27	2.66	-0.22	0.22	0.03	4.30	-7.13	6.33	-0.01	0.09	-0.24	-0.91	0.44	0.17	-4.88	-2.75	1.28
5  0	8.90	-4.89	4.65	-0.27	0.37	0.05	4.03	-6.09	6.72	0.16	0.06	-0.12	-0.88	0.42	0.19	-8.67	-13.12	2.20
5  0	8.95	-3.04	4.32	-0.24	0.06	-0.09	4.65	-6.68	6.39	-0.27	-0.10	-0.14	-0.87	0.40	0.24	2.62	0.92	-2.99
5  0	8.47	-4.03	5.33	0.10	-0.06	-0.27	4.54	-5.88	6.20	-0.10	-0.11	-0.13	-0.83	0.40	0.23	-0.06	-2.20	-4.39
5  0	9.43	-2.77	2.90	0.12	-0.02	-0.07	5.00	-6.54	5.41	0.02	-0.08	0.01	-0.88	0.39	0.22	-0.43	3.11	-4.27
5  0	9.35	-2.85	3.52	0.02	-0.04	0.01	5.10	-6.53	5.86	-0.06	0.02	0.04	-0.91	0.37	0.24	2.14	2.99	0.49
5  0	9.05	-2.73	3.45	-0.03	0.02	-0.01	4.82	-6.18	5.64	0.01	0.01	0.03	-0.88	0.38	0.19	-0.31	0.61	0.55
5  0	9.52	-2.91	2.64	0.07	0.02	0.04	5.17	-6.85	5.44	0.01	0.07	-0.05	-0.91	0.40	0.18	0.00	-0.24	0.67
5  0	9.45	-3.05	3.14	-0.04	0.12	0.04	5.27	-7.07	5.44	-0.00	0.08	-0.11	-0.92	0.41	0.19	-0.49	-3.72	1.10
5  0	9.23	-3.17	3.35	-0.00	0.18	-0.06	5.20	-7.03	5.25	-0.00	0.07	-0.21	-0.90	0.39	0.18	-0.98	-5.98	-2.14
5  0	8.93	-3.46	4.73	0.05	0.07	-0.03	4.93	-6.45	6.11	0.03	-0.02	-0.04	-0.87	0.41	0.25	-2.69	-5.19	-0.24
5  0	8.87	-3.68	4.35	0.02	0.00	-0.04	5.05	-6.09	5.96	-0.00	-0.02	-0.02	-0.88	0.39	0.24	-1.59	-0.73	0.00
5  0	9.06	-3.09	3.89	-0.04	0.04	-0.04	5.25	-6.62	5.68	-0.06	0.09	-0.08	-0.88	0.39	0.25	5.74	-1.83	-0.31
5  0	9.19	-3.43	3.74	-0.07	0.13	0.01	5.09	-6.33	6.02	0.06	0.05	-0.05	-0.89	0.42	0.23	-14.04	-4.03	-0.55
5  0	8.96	-3.52	3.98	-0.11	0.14	0.01	5.01	-6.20	5.99	0.04	0.03	-0.03	-0.89	0.40	0.23	-3.42	-4.82	0.49
5  0	9.00	-3.47	4.10	-0.05	0.16	0.08	4.99	-6.36	5.96	0.11	0.03	-0.00	-0.88	0.40	0.25	-2.01	-5.62	2.08
6  0	1.20	-5.18	9.28	0.16	-1.53	-1.30	5.62	-3.56	6.60	0.61	-0.58	1.61	-0.64	0.30	0.73	11.84	10.19	-1.89
6  0	3.35	-5.26	10.38	-0.09	-1.53	-1.63	5.15	-4.19	7.61	0.23	-0.60	1.29	-0.62	0.29	0.70	24.90	14.65	-4.46
6  0	4.27	-6.19	10.04	0.22	-1.87	-1.89	5.65	-4.45	7.44	-0.01	-0.52	0.88	-0.55	0.31	0.68	44.92	39.67	-10.74
6  0	5.93	-3.86	8.51	-0.09	-0.99	-0.53	4.73	-5.26	7.25	-0.23	-0.41	0.58	-0.70	0.33	0.58	25.33	32.53	-3.72
6  0	8.05	-3.34	4.18	-0.08	-0.66	-0.29	5.08	-6.30	6.34	-0.34	-0.25	0.07	-0.84	0.47	0.44	19.17	33.69	-6.96
6  0	8.42	-2.12	4.12	0.17	-0.33	0.03	4.75	-6.11	6.49	-0.13	-0.18	0.12	-0.81	0.50	0.41	-3.60	27.83	-3.91
6  0	8.93	-2.43	3.46	0.13	-0.18	0.14	5.02	-5.77	6.10	-0.01	-0.05	0.27	-0.85	0.47	0.36	-7.57	25.70	2.08
6  0	8.95	-2.40	3.24	0.03	-0.16	0.11	5.02	-6.92	5.66	-0.08	0.05	0.12	-0.86	0.44	0.33	3.54	5.62	1.34
6  0	8.66	-2.33	3.26	-0.31	0.38	0.16	4.16	-4.60	7.10	0.04	0.24	-0.18	-0.90	0.40	0.32	-0.79	-9.70	4.39
6  0	7.84	-4.22	4.96	-0.13	0.23	0.19	4.22	-5.89	6.90	0.05	0.24	-0.14	-0.78	0.47	0.38	1.04	-8.30	3.97
6  0	7.46	-4.30	5.88	-0.02	0.12	-0.01	4.60	-5.38	6.84	0.04	0.01	-0.04	-0.78	0.41	0.45	-2.20	-3.42	-1.46
6  0	7.46	-4.74	5.95	0.05	-0.04	-0.07	4.37	-5.87	7.13	-0.04	-0.02	-0.04	-0.77	0.45	0.44	3.91	-0.49	0.06
6  0	7.42	-4.88	6.11	-0.28	0.17	0.06	4.08	-5.19	7.58	-0.01	0.12	-0.03	-0.79	0.45	0.40	2.50	-5.86	2.62
6  0	7.64	-3.75	5.30	0.03	0.17	0.03	4.71	-5.32	6.14	0.03	0.07	-0.12	-0.79	0.40	0.39	-6.53	-4.09	-1.71
6  0	7.65	-4.23	5.37	0.02	0.15	0.05	4.63	-5.59	6.60	0.12	0.06	-0.02	-0.81	0.44	0.40	-5.07	-5.62	0.43
6  0	7.80	-4.46	5.42	0.09	-0.01	-0.09	4.38	-5.71	7.28	0.01	-0.05	-0.03	-0.80	0.49	0.42	2.69	0.31	-2.56
6  0	7.73	-3.98	5.37	0.04	-0.01	-0.07	4.73	-5.77	6.39	-0.06	0.08	-0.07	-0.79	0.42	0.40	2.56	0.37	-1.89
6  0	7.58	-3.93	5.85	0.10	-0.12	-0.07	4.67	-5.72	6.58	-0.08	-0.09	0.03	-0.78	0.44	0.43	2.01	5.55	-1.95
6  0	8.91	-2.63	2.38	0.09	0.07	-0.02	4.98	-6.45	5.79	0.05	0.01	-0.05	-0.93	0.45	0.27	-3.05	-0.12	-1.77
6  0	7.31	-5.41	6.64	-0.12	0.16	-0.09	4.58	-5.69	6.90	0.07	0.01	-0.05	-0.79	0.45	0.38	-1.53	-8.91	-1.16
6  0	7.62	-4.27	6.05	-0.09	0.18	0.04	4.78	-5.81	6.64	-0.00	0.06	-0.04	-0.81	0.42	0.38	-0.24	-8.18	-0.31
6  0	7.75	-4.38	5.66	0.03	0.02	-0.05	4.76	-5.69	6.54	-0.05	0.04	-0.13	-0.80	0.41	0.39	-0.31	-0.79	-1.10
6  0	7.52	-5.26	6.43	0.00	-0.02	-0.06	4.84	-5.96	6.46	0.02	-0.00	-0.03	-0.80	0.43	0.37	1.83	-3.54	0.37
6  0	7.90	-4.53	5.06	0.03	-0.14	-0.07	4.92	-5.77	6.37	-0.02	-0.06	-0.08	-0.81	0.44	0.37	7.93	2.75	-2.62
6  0	8.10	-4.18	4.77	-0.06	0.02	0.02	4.91	-5.70	6.59	-0.10	-0.00	-0.08	-0.82	0.46	0.38	2.81	2.44	-1.04
7  0	7.23	-3.11	5.47	-0.19	-0.43	-0.16	5.78	-6.08	6.20	-0.09	-0.15	0.24	-0.77	0.35	0.54	16.78	19.04	-0.61
7  0	8.35	-0.80	2.57	-0.24	-0.13	-0.01	6.03	-6.91	5.42	0.02	-0.02	-0.01	-0.92	0.39	0.47	12.94	5.98	-1.65
7  0	7.98	-3.58	5.33	0.01	-0.17	-0.04	5.45	-5.01	6.95	-0.06	-0.19	0.06	-0.83	0.44	0.47	3.66	8.54	-1.28
7  0	7.54	-2.55	6.64	-0.15	-0.23	-0.06	4.61	-2.76	7.45	0.28	-0.16	0.61	-0.80	0.39	0.50	20.02	6.41	-0.43
7  0	7.72	-3.27	6.52	-0.13	-0.49	-0.15	5.68	-5.99	6.05	0.18	-0.31	0.77	-0.76	0.39	0.44	13.31	21.73	0.61
7  0	6.56	-4.61	9.81	-0.02	-0.51	-0.18	3.40	-4.52	8.65	0.37	-1.26	2.47	-0.73	0.48	0.43	4.21	4.94	6.29
7  0	8.18	-4.95	5.36	-0.03	-0.59	-0.08	3.58	-5.46	7.58	-0.06	-0.24	0.44	-0.74	0.44	0.44	31.49	12.76	-0.18
7  0	7.79	-1.27	6.22	-0.06	-0.02	0.07	3.77	-4.44	7.17	0.12	-0.11	0.21	-0.79	0.45	0.36	12.88	-1.16	-5.31
7  0	8.63	-2.87	4.33	-0.10	0.09	0.03	4.61	-5.79	5.85	-0.00	-0.09	-0.21	-0.86	0.49	0.29	-1.40	-1.28	-6.16
7  0	8.64	-4.28	4.20	0.02	-0.06	0.07	4.58	-6.26	6.37	0.01	-0.06	-0.06	-0.79	0.45	0.30	5.86	0.00	0.43
7  0	8.77	-3.33	4.34	-0.17	0.05	-0.01	4.91	-6.74	5.91	-0.09	0.07	-0.24	-0.88	0.50	0.31	2.93	-2.08	-0.92
7  0	8.92	-3.54	3.20	-0.00	-0.15	-0.06	4.78	-5.63	6.56	0.01	-0.01	-0.14	-0.86	0.46	0.30	4.70	-3.66	0.61
